HealthTopic;Population;Indicator;Unit;Time;RegionCode;RegionName;NumValue;TxtValue
Antimicrobial resistance;Enterococcus faecium|Vancomycin;I - 'susceptible, increased exposure' isolates ;N;2021;IE;Ireland;0;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;I - 'susceptible, increased exposure' isolates ;N;2021;IS;Iceland;0;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;I - 'susceptible, increased exposure' isolates ;N;2021;IT;Italy;0;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;I - 'susceptible, increased exposure' isolates ;N;2021;LT;Lithuania;0;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;I - 'susceptible, increased exposure' isolates ;N;2021;LU;Luxembourg;0;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;I - 'susceptible, increased exposure' isolates ;N;2021;LV;Latvia;0;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;I - 'susceptible, increased exposure' isolates ;N;2021;MT;Malta;0;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;I - 'susceptible, increased exposure' isolates ;N;2021;NL;Netherlands;0;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;I - 'susceptible, increased exposure' isolates ;N;2021;NO;Norway;0;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;I - 'susceptible, increased exposure' isolates ;N;2021;PL;Poland;0;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;I - 'susceptible, increased exposure' isolates ;N;2021;PT;Portugal;0;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;I - 'susceptible, increased exposure' isolates ;N;2021;RO;Romania;0;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;I - 'susceptible, increased exposure' isolates ;N;2021;SE;Sweden;0;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;I - 'susceptible, increased exposure' isolates ;N;2021;SI;Slovenia;0;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;I - 'susceptible, increased exposure' isolates ;N;2021;SK;Slovakia;0;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;R - resistant isolates;N;2021;AT;Austria;14;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;R - resistant isolates;N;2021;BE;Belgium;14;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;R - resistant isolates;N;2021;BG;Bulgaria;15;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;R - resistant isolates;N;2021;CY;Cyprus;43;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;R - resistant isolates;N;2021;CZ;Czechia;73;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;R - resistant isolates;N;2021;DE;Germany;1021;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;R - resistant isolates;N;2021;DK;Denmark;85;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;R - resistant isolates;N;2021;EE;Estonia;6;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;R - resistant isolates;N;2021;EL;Greece;390;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;R - resistant isolates;N;2021;ES;Spain;10;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;R - resistant isolates;N;2021;FI;Finland;1;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;R - resistant isolates;N;2021;FR;France;8;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;R - resistant isolates;N;2021;HR;Croatia;45;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;R - resistant isolates;N;2021;HU;Hungary;289;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;R - resistant isolates;N;2021;IE;Ireland;166;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;R - resistant isolates;N;2021;IS;Iceland;0;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;R - resistant isolates;N;2021;IT;Italy;1337;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;R - resistant isolates;N;2021;LT;Lithuania;140;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;R - resistant isolates;N;2021;LU;Luxembourg;0;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;R - resistant isolates;N;2021;LV;Latvia;34;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;R - resistant isolates;N;2021;MT;Malta;21;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;R - resistant isolates;N;2021;NL;Netherlands;4;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;R - resistant isolates;N;2021;NO;Norway;1;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;R - resistant isolates;N;2021;PL;Poland;309;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;R - resistant isolates;N;2021;PT;Portugal;35;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;R - resistant isolates;N;2021;RO;Romania;85;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;R - resistant isolates;N;2021;SE;Sweden;3;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;R - resistant isolates;N;2021;SI;Slovenia;8;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;R - resistant isolates;N;2021;SK;Slovakia;76;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;R - resistant isolates, percentage  ;%;2021;AT;Austria;2,00860832;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;R - resistant isolates, percentage  ;%;2021;BE;Belgium;2,78884462;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;R - resistant isolates, percentage  ;%;2021;BG;Bulgaria;10,13513513;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;R - resistant isolates, percentage  ;%;2021;CY;Cyprus;51,19047619;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;R - resistant isolates, percentage  ;%;2021;CZ;Czechia;12,62975778;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;R - resistant isolates, percentage  ;%;2021;DE;Germany;21,62677398;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;R - resistant isolates, percentage  ;%;2021;DK;Denmark;10,625;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;R - resistant isolates, percentage  ;%;2021;EE;Estonia;7,22891566;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;R - resistant isolates, percentage  ;%;2021;EL;Greece;41,05263157;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;R - resistant isolates, percentage  ;%;2021;ES;Spain;1,01729399;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;R - resistant isolates, percentage  ;%;2021;FI;Finland;0,38314176;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;R - resistant isolates, percentage  ;%;2021;FR;France;0,52735662;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;R - resistant isolates, percentage  ;%;2021;HR;Croatia;39,82300884;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;R - resistant isolates, percentage  ;%;2021;HU;Hungary;40,70422535;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;R - resistant isolates, percentage  ;%;2021;IE;Ireland;27,57475083;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;R - resistant isolates, percentage  ;%;2021;IS;Iceland;-;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;R - resistant isolates, percentage  ;%;2021;IT;Italy;28,23057432;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;R - resistant isolates, percentage  ;%;2021;LT;Lithuania;66,3507109;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;R - resistant isolates, percentage  ;%;2021;LU;Luxembourg;0;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;R - resistant isolates, percentage  ;%;2021;LV;Latvia;30,08849557;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;R - resistant isolates, percentage  ;%;2021;MT;Malta;55,26315789;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;R - resistant isolates, percentage  ;%;2021;NL;Netherlands;0,3144654;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;R - resistant isolates, percentage  ;%;2021;NO;Norway;0,46296296;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;R - resistant isolates, percentage  ;%;2021;PL;Poland;34,33333333;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;R - resistant isolates, percentage  ;%;2021;PT;Portugal;8,55745721;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;R - resistant isolates, percentage  ;%;2021;RO;Romania;44,5026178;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;R - resistant isolates, percentage  ;%;2021;SE;Sweden;0,30487804;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;R - resistant isolates, percentage  ;%;2021;SI;Slovenia;3,65296803;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;R - resistant isolates, percentage  ;%;2021;SK;Slovakia;34,70319634;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;S - susceptible isolates;N;2021;AT;Austria;683;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;S - susceptible isolates;N;2021;BE;Belgium;488;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;S - susceptible isolates;N;2021;BG;Bulgaria;133;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;S - susceptible isolates;N;2021;CY;Cyprus;41;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;S - susceptible isolates;N;2021;CZ;Czechia;505;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;S - susceptible isolates;N;2021;DE;Germany;3700;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;S - susceptible isolates;N;2021;DK;Denmark;715;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;S - susceptible isolates;N;2021;EE;Estonia;77;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;S - susceptible isolates;N;2021;EL;Greece;560;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;S - susceptible isolates;N;2021;ES;Spain;973;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;S - susceptible isolates;N;2021;FI;Finland;260;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;S - susceptible isolates;N;2021;FR;France;1509;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;S - susceptible isolates;N;2021;HR;Croatia;68;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;S - susceptible isolates;N;2021;HU;Hungary;421;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;S - susceptible isolates;N;2021;IE;Ireland;436;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;S - susceptible isolates;N;2021;IS;Iceland;18;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;S - susceptible isolates;N;2021;IT;Italy;3399;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;S - susceptible isolates;N;2021;LT;Lithuania;71;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;S - susceptible isolates;N;2021;LU;Luxembourg;58;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;S - susceptible isolates;N;2021;LV;Latvia;79;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;S - susceptible isolates;N;2021;MT;Malta;17;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;S - susceptible isolates;N;2021;NL;Netherlands;1268;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;S - susceptible isolates;N;2021;NO;Norway;215;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;S - susceptible isolates;N;2021;PL;Poland;591;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;S - susceptible isolates;N;2021;PT;Portugal;374;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;S - susceptible isolates;N;2021;RO;Romania;106;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;S - susceptible isolates;N;2021;SE;Sweden;981;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;S - susceptible isolates;N;2021;SI;Slovenia;211;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;S - susceptible isolates;N;2021;SK;Slovakia;143;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;Total tested isolates;N;2021;AT;Austria;697;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;Total tested isolates;N;2021;BE;Belgium;502;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;Total tested isolates;N;2021;BG;Bulgaria;148;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;Total tested isolates;N;2021;CY;Cyprus;84;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;Total tested isolates;N;2021;CZ;Czechia;578;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;Total tested isolates;N;2021;DE;Germany;4721;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;Total tested isolates;N;2021;DK;Denmark;800;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;Total tested isolates;N;2021;EE;Estonia;83;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;Total tested isolates;N;2021;EL;Greece;950;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;Total tested isolates;N;2021;ES;Spain;983;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;Total tested isolates;N;2021;FI;Finland;261;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;Total tested isolates;N;2021;FR;France;1517;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;Total tested isolates;N;2021;HR;Croatia;113;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;Total tested isolates;N;2021;HU;Hungary;710;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;Total tested isolates;N;2021;IE;Ireland;602;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;Total tested isolates;N;2021;IS;Iceland;18;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;Total tested isolates;N;2021;IT;Italy;4736;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;Total tested isolates;N;2021;LT;Lithuania;211;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;Total tested isolates;N;2021;LU;Luxembourg;58;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;Total tested isolates;N;2021;LV;Latvia;113;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;Total tested isolates;N;2021;MT;Malta;38;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;Total tested isolates;N;2021;NL;Netherlands;1272;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;Total tested isolates;N;2021;NO;Norway;216;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;Total tested isolates;N;2021;PL;Poland;900;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;Total tested isolates;N;2021;PT;Portugal;409;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;Total tested isolates;N;2021;RO;Romania;191;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;Total tested isolates;N;2021;SE;Sweden;984;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;Total tested isolates;N;2021;SI;Slovenia;219;
Antimicrobial resistance;Enterococcus faecium|Vancomycin;Total tested isolates;N;2021;SK;Slovakia;219;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;I - 'susceptible, increased exposure' isolates ;N;2021;AT;Austria;276;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;I - 'susceptible, increased exposure' isolates ;N;2021;BE;Belgium;6;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;I - 'susceptible, increased exposure' isolates ;N;2021;BG;Bulgaria;0;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;I - 'susceptible, increased exposure' isolates ;N;2021;CY;Cyprus;0;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;I - 'susceptible, increased exposure' isolates ;N;2021;CZ;Czechia;0;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;I - 'susceptible, increased exposure' isolates ;N;2021;DE;Germany;1620;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;I - 'susceptible, increased exposure' isolates ;N;2021;DK;Denmark;6;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;I - 'susceptible, increased exposure' isolates ;N;2021;EE;Estonia;0;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;I - 'susceptible, increased exposure' isolates ;N;2021;EL;Greece;0;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;I - 'susceptible, increased exposure' isolates ;N;2021;ES;Spain;7;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;I - 'susceptible, increased exposure' isolates ;N;2021;FI;Finland;0;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;I - 'susceptible, increased exposure' isolates ;N;2021;FR;France;19;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;I - 'susceptible, increased exposure' isolates ;N;2021;HR;Croatia;14;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;I - 'susceptible, increased exposure' isolates ;N;2021;HU;Hungary;3;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;I - 'susceptible, increased exposure' isolates ;N;2021;IE;Ireland;1;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;I - 'susceptible, increased exposure' isolates ;N;2021;IS;Iceland;0;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;I - 'susceptible, increased exposure' isolates ;N;2021;IT;Italy;27;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;I - 'susceptible, increased exposure' isolates ;N;2021;LT;Lithuania;0;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;I - 'susceptible, increased exposure' isolates ;N;2021;LU;Luxembourg;0;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;I - 'susceptible, increased exposure' isolates ;N;2021;LV;Latvia;1;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;I - 'susceptible, increased exposure' isolates ;N;2021;MT;Malta;1;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;I - 'susceptible, increased exposure' isolates ;N;2021;NL;Netherlands;4;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;I - 'susceptible, increased exposure' isolates ;N;2021;NO;Norway;2;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;I - 'susceptible, increased exposure' isolates ;N;2021;PL;Poland;0;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;I - 'susceptible, increased exposure' isolates ;N;2021;PT;Portugal;1;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;I - 'susceptible, increased exposure' isolates ;N;2021;RO;Romania;0;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;I - 'susceptible, increased exposure' isolates ;N;2021;SE;Sweden;1;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;I - 'susceptible, increased exposure' isolates ;N;2021;SI;Slovenia;0;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;I - 'susceptible, increased exposure' isolates ;N;2021;SK;Slovakia;0;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;R - resistant isolates;N;2021;AT;Austria;306;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;R - resistant isolates;N;2021;BE;Belgium;259;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;R - resistant isolates;N;2021;BG;Bulgaria;71;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;R - resistant isolates;N;2021;CY;Cyprus;38;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;R - resistant isolates;N;2021;CZ;Czechia;282;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;R - resistant isolates;N;2021;DE;Germany;1536;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;R - resistant isolates;N;2021;DK;Denmark;262;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;R - resistant isolates;N;2021;EE;Estonia;51;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;R - resistant isolates;N;2021;EL;Greece;134;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;R - resistant isolates;N;2021;ES;Spain;926;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;R - resistant isolates;N;2021;FI;Finland;240;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;R - resistant isolates;N;2021;FR;France;1028;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;R - resistant isolates;N;2021;HR;Croatia;85;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;R - resistant isolates;N;2021;HU;Hungary;432;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;R - resistant isolates;N;2021;IE;Ireland;278;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;R - resistant isolates;N;2021;IS;Iceland;26;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;R - resistant isolates;N;2021;IT;Italy;2721;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;R - resistant isolates;N;2021;LT;Lithuania;95;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;R - resistant isolates;N;2021;LU;Luxembourg;31;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;R - resistant isolates;N;2021;LV;Latvia;43;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;R - resistant isolates;N;2021;MT;Malta;38;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;R - resistant isolates;N;2021;NL;Netherlands;394;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;R - resistant isolates;N;2021;NO;Norway;207;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;R - resistant isolates;N;2021;PL;Poland;300;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;R - resistant isolates;N;2021;PT;Portugal;595;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;R - resistant isolates;N;2021;RO;Romania;43;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;R - resistant isolates;N;2021;SE;Sweden;616;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;R - resistant isolates;N;2021;SI;Slovenia;111;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;R - resistant isolates;N;2021;SK;Slovakia;94;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;R - resistant isolates, percentage  ;%;2021;AT;Austria;5,75187969;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;R - resistant isolates, percentage  ;%;2021;BE;Belgium;6,06983829;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;R - resistant isolates, percentage  ;%;2021;BG;Bulgaria;26,99619771;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;R - resistant isolates, percentage  ;%;2021;CY;Cyprus;19,79166666;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;R - resistant isolates, percentage  ;%;2021;CZ;Czechia;9,60817717;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;R - resistant isolates, percentage  ;%;2021;DE;Germany;5,59624002;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;R - resistant isolates, percentage  ;%;2021;DK;Denmark;4,3543294;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;R - resistant isolates, percentage  ;%;2021;EE;Estonia;5,50755939;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;R - resistant isolates, percentage  ;%;2021;EL;Greece;18,63699582;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;R - resistant isolates, percentage  ;%;2021;ES;Spain;12,41120493;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;R - resistant isolates, percentage  ;%;2021;FI;Finland;4,13650465;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;R - resistant isolates, percentage  ;%;2021;FR;France;5,82337279;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;R - resistant isolates, percentage  ;%;2021;HR;Croatia;11,72413793;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;R - resistant isolates, percentage  ;%;2021;HU;Hungary;17,49696233;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;R - resistant isolates, percentage  ;%;2021;IE;Ireland;9,57300275;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;R - resistant isolates, percentage  ;%;2021;IS;Iceland;9,35251798;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;R - resistant isolates, percentage  ;%;2021;IT;Italy;13,19976714;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;R - resistant isolates, percentage  ;%;2021;LT;Lithuania;8,32602979;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;R - resistant isolates, percentage  ;%;2021;LU;Luxembourg;8,75706214;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;R - resistant isolates, percentage  ;%;2021;LV;Latvia;10,91370558;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;R - resistant isolates, percentage  ;%;2021;MT;Malta;12,7090301;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;R - resistant isolates, percentage  ;%;2021;NL;Netherlands;5,99148418;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;R - resistant isolates, percentage  ;%;2021;NO;Norway;5,39202917;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;R - resistant isolates, percentage  ;%;2021;PL;Poland;13,72369624;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;R - resistant isolates, percentage  ;%;2021;PT;Portugal;10,61552185;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;R - resistant isolates, percentage  ;%;2021;RO;Romania;10,591133;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;R - resistant isolates, percentage  ;%;2021;SE;Sweden;5,98116321;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;R - resistant isolates, percentage  ;%;2021;SI;Slovenia;6,60321237;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;R - resistant isolates, percentage  ;%;2021;SK;Slovakia;14,17797888;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;S - susceptible isolates;N;2021;AT;Austria;4738;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;S - susceptible isolates;N;2021;BE;Belgium;4002;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;S - susceptible isolates;N;2021;BG;Bulgaria;192;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;S - susceptible isolates;N;2021;CY;Cyprus;154;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;S - susceptible isolates;N;2021;CZ;Czechia;2653;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;S - susceptible isolates;N;2021;DE;Germany;24291;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;S - susceptible isolates;N;2021;DK;Denmark;5749;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;S - susceptible isolates;N;2021;EE;Estonia;875;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;S - susceptible isolates;N;2021;EL;Greece;585;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;S - susceptible isolates;N;2021;ES;Spain;6528;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;S - susceptible isolates;N;2021;FI;Finland;5562;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;S - susceptible isolates;N;2021;FR;France;16606;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;S - susceptible isolates;N;2021;HR;Croatia;626;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;S - susceptible isolates;N;2021;HU;Hungary;2034;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;S - susceptible isolates;N;2021;IE;Ireland;2625;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;S - susceptible isolates;N;2021;IS;Iceland;252;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;S - susceptible isolates;N;2021;IT;Italy;17866;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;S - susceptible isolates;N;2021;LT;Lithuania;1046;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;S - susceptible isolates;N;2021;LU;Luxembourg;323;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;S - susceptible isolates;N;2021;LV;Latvia;350;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;S - susceptible isolates;N;2021;MT;Malta;260;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;S - susceptible isolates;N;2021;NL;Netherlands;6178;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;S - susceptible isolates;N;2021;NO;Norway;3630;
Antimicrobial resistance;Escherichia coli|Aminoglycosides;S - susceptible isolates;N;2021;PL;Poland;1886;
